society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
umang winter hills,flat,sector 77,0.71,5305.0,1338.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2,2,2,6.0,North-West,Relatively New,1342.0,,810.0,1,0,0,0,0,0,108
shree vardhman flora,flat,sector 90,0.86,6254.0,1375.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1375 sq.ft. (127.74 sq.m.),3,4,3,0.0,North,Relatively New,1950.0,1525.0,1375.0,0,1,0,0,0,1,84
m3m golf hills phase 1,flat,sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,10.0,,Undefined,,1570.0,1099.0,0,0,0,0,0,0,0
ss hibiscus,house,sector 50,12.25,20940.0,5850.0,Plot area 5850(543.48 sq.m.),5,7,3+,1.0,South-East,Relatively New,,5850.0,,1,1,0,0,1,1,160
unitech uniworld resorts,house,sector 33,9.5,19333.0,4914.0,Plot area 546(50.73 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,546.0,,0,0,0,0,0,1,40
puri diplomatic greens,flat,sector 111,3.4,11525.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,14.0,East,Relatively New,2950.0,,,0,1,0,0,0,0,94
umang winter hills,flat,sector 77,1.35,7780.0,1735.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,,New Property,1735.0,,1199.0,0,0,1,0,0,1,96
la vida by tata housing,flat,sector 113,2.33,12533.0,1859.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3,3,3,3.0,North,New Property,2217.0,2098.0,1859.0,0,1,0,0,0,0,174
godrej aria,flat,sector 79,0.96,13296.0,722.0,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),2,2,3,8.0,North-East,Relatively New,1351.0,,722.0,0,0,0,0,0,0,49
godrej summit,flat,sector 104,1.35,5000.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,5,3+,0.0,North-East,Relatively New,,,2700.0,1,1,1,0,0,0,112
tata primanti,flat,sector 72,3.3,15384.0,2145.0,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,10.0,North-East,Relatively New,2145.0,2000.0,1800.0,0,1,0,0,0,1,165
the close north,flat,sector 50,2.5,11944.0,2093.0,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,North-East,Relatively New,2093.0,,,0,0,0,0,0,1,127
alpha corp gurgaonone,flat,sector 84,1.15,7496.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),2,2,3,14.0,South-East,Relatively New,1534.0,,1260.0,1,0,0,0,0,0,28
ats triumph,flat,sector 104,2.55,13076.0,1950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,4,3+,21.0,East,Relatively New,3150.0,,1950.0,0,1,0,0,0,0,150
m3m skywalk,flat,sector 74,1.57,11000.0,1427.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,10.0,South,Relatively New,1424.0,1300.0,1100.0,0,0,0,0,1,0,137
godrej oasis,flat,sector 88a,1.45,8082.0,1794.0,Carpet area: 1794 (166.67 sq.m.),3,3,3,12.0,,Relatively New,,,1794.0,0,0,0,0,0,0,49
international city by sobha phase 2,house,sector 109,9.4,26111.0,3600.0,Plot area 400(334.45 sq.m.),5,6,3+,2.0,North-East,Relatively New,,3600.0,,1,1,1,0,0,1,147
corona optus,flat,sector 37c,1.22,6912.0,1765.0,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3,4,3,5.0,South-East,Relatively New,1765.0,1665.0,1565.0,0,0,0,0,0,0,149
apna enclave,flat,sector 3,0.5,7692.0,650.0,Carpet area: 650 (60.39 sq.m.),2,2,1,1.0,West,Old Property,,,650.0,0,0,0,0,0,1,37
bestech park view sanskruti,flat,sector 92,1.9,8172.0,2325.0,Super Built up area 2325(216 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,10.0,West,Relatively New,2325.0,1920.0,1750.0,1,1,0,0,1,0,49
la vida by tata housing,flat,sector 113,1.5,11755.0,1276.0,Super Built up area 1276(118.54 sq.m.),2,2,2,13.0,,New Property,1276.0,,,0,0,0,0,0,0,60
signature global park 4,flat,sector 36 road,0.82,7585.0,1081.0,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,2.0,,New Property,1081.0,,650.0,0,0,0,0,0,0,8
rof ananda,flat,sector 95,0.46,6318.0,728.0,Carpet area: 728 (67.63 sq.m.),2,2,2,11.0,North-West,New Property,,,728.0,1,0,0,0,0,0,82
mapsko casa bella,flat,sector 82,0.86,8120.0,1059.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,5.0,South,Moderately Old,1430.0,,1056.0,1,0,0,0,0,1,120
vatika gurgaon,flat,sector 83,0.84,6746.0,1245.0,Super Built up area 1245(115.66 sq.m.),2,2,2,7.0,East,Moderately Old,1245.0,,,0,0,0,0,0,1,157
dlf the ultima,flat,sector 81,2.28,10841.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,East,Relatively New,2103.0,1750.0,1257.0,0,1,0,0,0,2,49
independent,house,sector 3,0.9,8928.0,1008.0,Built Up area: 1008 (93.65 sq.m.),3,1,0,1.0,,Undefined,,1008.0,,0,0,0,0,0,0,0
central park resorts,flat,sector 48,3.65,15240.0,2395.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3,3,3+,9.0,North-West,Relatively New,1870.0,1869.0,,0,0,0,0,1,1,157
paras dews,flat,sector 106,1.05,7581.0,1385.0,Carpet area: 1385 (128.67 sq.m.),2,2,2,5.0,West,New Property,,,1385.0,0,0,0,0,0,0,97
independent,house,sector 3 phase 3 extension,1.0,6667.0,1500.0,Built Up area: 1500 (139.35 sq.m.),1,1,0,1.0,,Undefined,,1500.0,,0,0,0,0,0,0,0
awho shanti vihar,flat,sector 95,0.8,8888.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,3,9.0,East,New Property,900.0,,550.0,1,0,0,0,0,0,67
international city by sobha phase 2,house,sector 109,6.2,25514.0,2430.0,Plot area 270(225.75 sq.m.),5,5,2,2.0,South-West,Relatively New,,2430.0,,0,1,0,0,0,0,135
puri the aravallis,flat,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3+,21.0,East,Under Construction,2250.0,,1249.65,0,1,0,0,0,0,58
independent,house,sector 17,0.32,22068.0,145.0,Built Up area: 145 (13.47 sq.m.),2,2,0,3.0,,Undefined,,145.0,,0,0,0,0,0,0,0
conscient heritage max,flat,sector 102,1.75,9062.0,1931.0,Super Built up area 1931(179.4 sq.m.),3,4,3+,16.0,South,Relatively New,1931.0,,,0,1,0,0,0,0,134
m3m capital,flat,sector 113,3.25,14142.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,34.0,,Under Construction,,,2298.0,1,1,0,0,0,0,115
conscient heritage max,flat,sector 102,2.15,10004.0,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,18.0,South,Relatively New,2149.0,,,1,1,0,0,0,1,134
sbtl caladium,flat,sector 109,1.3,6914.0,1880.0,Super Built up area 1880(174.66 sq.m.),3,2,3,16.0,East,Moderately Old,1880.0,,,0,0,0,0,0,0,134
afnhb jalvayu vihar,flat,sector 30,0.69,7272.0,949.0,Super Built up area 990(91.97 sq.m.),2,2,1,3.0,North-East,Old Property,990.0,,,0,0,0,0,0,0,65
not applicable,house,sector 4,0.8,6088.0,1314.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,,Under Construction,,146.0,,0,0,0,0,0,0,0
511 sarahah tower,flat,sector 12,0.6,8333.0,720.0,Carpet area: 720 (66.89 sq.m.),2,2,1,0.0,,New Property,,,720.0,0,0,0,0,0,2,0
independent,house,sector 8,0.82,10224.0,802.0,Carpet area: 802 (74.51 sq.m.),4,4,0,2.0,,Undefined,,,802.0,0,0,0,0,0,0,0
independent,house,sector 70a,2.1,3889.0,5400.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,,New Property,,,600.0,0,0,0,0,0,0,0
m3m skywalk,flat,sector 74,1.78,12500.0,1424.0,Carpet area: 1424 (132.29 sq.m.),2,2,3+,12.0,,Undefined,,,1424.0,0,0,0,0,0,0,63
independent,house,sohna road road,0.49,4260.0,1150.0,Plot area 1150(106.84 sq.m.),2,2,1,3.0,,New Property,,1150.0,,0,0,0,0,0,0,0
tata primanti,flat,sector 72,4.25,13076.0,3250.0,Super Built up area 3250(301.93 sq.m.),4,4,3+,0.0,North,Relatively New,3250.0,,,0,1,0,0,0,1,174
mapsko mount ville,flat,sector 79,1.2,8053.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,24.0,East,Relatively New,1490.0,,863.91,0,0,0,0,0,1,135
ramprastha skyz,flat,sector 37d,1.2,6000.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,1,9.0,East,Under Construction,2000.0,1900.0,1850.0,0,1,0,0,1,0,53
indiabulls enigma,flat,sector 110,3.7,10882.0,3400.0,Super Built up area 3400(315.87 sq.m.),4,5,3,7.0,South-West,Relatively New,3400.0,,,0,1,0,0,0,0,156
bptp astaire gardens,flat,sector 70a,1.8,9350.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3,3,3,3.0,North-West,Relatively New,,1925.0,,1,0,0,0,0,0,135
independent,house,sector 4,0.85,7522.0,1130.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,Undefined,,1130.0,,0,0,0,0,0,0,0
mvn athens,flat,sohna road road,0.21,4666.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,11.0,,New Property,,,450.0,0,0,0,0,0,0,16
godrej summit premia towers,flat,sector 104,0.9,7149.0,1259.0,Built Up area: 1259 (116.96 sq.m.),2,2,0,16.0,,Undefined,,1259.0,,0,0,0,0,0,0,0
unitech uniworld gardens,flat,sector 47,2.15,10306.0,2086.0,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,East,Moderately Old,2086.0,1950.0,1750.0,0,1,0,0,0,0,49
pivotal devaan,flat,sector 84,0.3,6666.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,14.0,,New Property,,,450.0,0,0,0,0,0,1,22
mapsko mount ville,flat,sector 79,1.2,8053.0,1490.0,Super Built up area 1490(138.43 sq.m.),3,3,3,24.0,West,Relatively New,1490.0,,,0,0,0,0,0,1,8
la vida by tata housing,flat,sector 113,1.85,11716.0,1579.0,Super Built up area 1579(146.69 sq.m.),3,2,2,7.0,East,New Property,1579.0,,,0,0,0,0,0,0,13
independent,house,sector 26,16.0,35556.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3,2.0,North-East,Old Property,,4500.0,,0,0,0,0,0,0,0
aipl club residences,flat,sector 70a,0.85,9139.0,930.0,Super Built up area 930(86.4 sq.m.),2,2,2,5.0,South-East,Relatively New,930.0,,,0,0,0,0,0,1,45
rattan garden,house,sector 7,1.3,13499.0,963.0,Built Up area: 963 (89.47 sq.m.),5,3,2,3.0,,Old Property,,963.0,,0,0,0,0,0,0,0
bptp terra,flat,sector 37d,1.75,7987.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,1,120
smart world orchard,flat,sector 61,2.3,14110.0,1630.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2.0,,Under Construction,1630.0,,,1,0,0,0,0,0,79
my home,house,new sector 2,0.34,12592.0,270.0,Plot area 270(25.08 sq.m.),2,2,2,3.0,West,Moderately Old,,270.0,,0,0,0,0,0,0,22
nagata group housing society,flat,sector 1,0.85,3695.0,2300.0,Super Built up area 2300(213.68 sq.m.),3,3,3+,4.0,North,Relatively New,2300.0,,,0,1,0,0,0,0,5
raj villas,house,sector 52,8.0,25543.0,3132.0,Carpet area: 348 (290.97 sq.m.),6,5,3+,4.0,East,Undefined,,,348.0,0,0,0,0,0,0,0
indiabulls centrum park,flat,sector 103,2.14,7443.0,2875.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,6,3+,7.0,East,Relatively New,2875.0,,2550.0,0,1,0,0,0,0,142
ashiana anmol,flat,sohna road road,0.88,11125.0,791.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),2,2,2,13.0,East,Relatively New,1275.0,,791.0,0,0,0,0,0,2,127
mahindra aura,flat,sector 110,1.8,8814.0,2042.0,Super Built up area 2042(189.71 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,7.0,South-East,Relatively New,2042.0,1850.0,1650.0,0,1,0,0,0,1,136
bestech altura,flat,sector 79,2.55,9532.0,2675.0,Built Up area: 2675 (248.52 sq.m.),4,5,2,4.0,East,New Property,,2675.0,,0,1,0,0,0,0,44
vatika gurgaon,flat,sector 83,0.98,8166.0,1200.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0,0,0,0,0,1,96
m3m heights,flat,sector 65,2.65,18492.0,1433.0,Super Built up area 1433(133.13 sq.m.),2,2,3,4.0,North-East,New Property,1433.0,,,1,0,0,0,0,0,38
ramson kshitij sec-95 gurugram,flat,sector 95,0.27,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,0,1.0,West,Undefined,1000.0,,550.0,0,0,0,0,0,0,0
independent,house,sector 105,1.2,10122.0,1186.0,Plot area 1185.51(110.14 sq.m.),6,2,1,2.0,North-West,Old Property,,1185.51,,0,0,0,0,0,0,9
independent,house,sector 43,5.5,2716.0,2850.0,Plot area 215(179.77 sq.m.)Built Up area: 2850 sq.yards (2382.96 sq.m.)Carpet area: 2250 sq.yards (1881.29 sq.m.),8,7,3+,3.0,East,Moderately Old,,2850.0,2250.0,1,1,0,0,1,1,123
tulip violet,flat,sector 69,1.43,8886.0,1609.0,Super Built up area 1608(149.39 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,2,1.0,South-West,Relatively New,1608.0,,1039.0,0,0,0,0,0,0,86
corona optus,flat,sector 37c,1.43,7185.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,2.0,North,Relatively New,1990.0,,1680.0,0,1,0,0,1,0,49
ss the leaf,flat,sector 85,1.3,10483.0,1240.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,10.0,East,Relatively New,1772.0,,1240.0,0,0,1,0,0,0,148
paras dews,flat,sector 106,1.32,5605.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,11.0,South-West,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,0,49
independent,house,sector 12,0.7,4117.0,1700.0,Plot area 1700(157.94 sq.m.),4,4,1,2.0,,Moderately Old,,1700.0,,0,0,0,0,0,0,0
vatika gurgaon,flat,sector 83,1.42,8875.0,1600.0,Super Built up area 2390(222.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,7.0,South-West,Relatively New,2390.0,2000.0,1600.0,1,1,0,0,0,0,103
vatika the seven lamps,flat,sector 82,1.28,6819.0,1877.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,North,Relatively New,1877.0,1800.0,1500.0,1,0,0,0,0,1,165
independent,house,sector 7,2.0,11111.0,1800.0,Plot area 200(167.23 sq.m.),2,2,1,2.0,,Relatively New,,1800.0,,0,0,0,0,0,0,0
ireo the grand arch,flat,sector 58,4.0,18484.0,2164.0,Super Built up area 2164(201.04 sq.m.),3,4,3,5.0,North-West,Old Property,2164.0,,,0,1,0,0,0,1,49
sbtl caladium,flat,sector 109,1.26,6542.0,1926.0,Super Built up area 1880(174.66 sq.m.),3,2,3,8.0,North-East,Relatively New,1880.0,,,0,0,0,0,0,0,103
shree vardhman victoria,flat,sector 70,1.25,9259.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,East,Relatively New,1350.0,,,1,0,0,0,0,0,43
ansal api sushant estate,flat,sector 52,0.29,11600.0,250.0,Carpet area: 250 (23.23 sq.m.),1,1,0,0.0,,Moderately Old,,,250.0,0,0,0,0,0,1,49
independent,house,sector 3 phase 3 extension,1.5,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6,1,0,1.0,,New Property,,3000.0,,0,0,0,0,0,0,0
supertech hues,flat,sector 68,1.0,8474.0,1180.0,Carpet area: 1180 (109.63 sq.m.),2,2,3,23.0,,New Property,,,1180.0,0,0,0,0,0,0,49
signature global grand iva,flat,sector 103,0.5,6250.0,800.0,Super Built up area 800(74.32 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2,2,2,10.0,,Relatively New,800.0,,605.0,0,0,0,0,0,0,8
bestech park view grand spa,flat,sector 81,2.22,8345.0,2660.0,Super Built up area 2660(247.12 sq.m.),3,4,3+,15.0,South-East,Relatively New,2660.0,,,0,1,0,0,0,1,174
independent,house,sector 4,0.7,6648.0,1053.0,Built Up area: 117 (97.83 sq.m.),3,3,0,1.0,,Undefined,,117.0,,0,0,0,0,0,0,0
vipul belmonte,flat,sector 53,6.0,24490.0,2450.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,6.0,North-West,Moderately Old,2450.0,,,0,1,0,0,1,1,26
emaar mgf emerald floors premier,flat,sector 65,2.9,14683.0,1975.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,4.0,North-East,Relatively New,1975.0,,,1,1,0,0,0,1,152
dlf the ultima,flat,sector 81,3.5,11686.0,2995.0,Super Built up area 2995(278.24 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,5,3+,7.0,North-East,Relatively New,2995.0,,2200.0,0,1,0,0,0,2,174
tulip monsella,flat,sector 53,8.25,28004.0,2946.0,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,,Under Construction,2940.0,,,0,1,0,0,0,2,35
experion the heartsong,flat,sector 108,0.9,7014.0,1283.0,Super Built up area 1283(119.19 sq.m.),2,3,3,7.0,East,Relatively New,1283.0,,,0,1,0,0,1,0,72
pareena mi casa,flat,sector 68,1.7,8504.0,1999.0,Super Built up area 1999(185.71 sq.m.),4,4,3,2.0,,New Property,1999.0,,,0,0,0,0,0,0,47
dlf the arbour,house,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,3+,27.0,,Undefined,,3950.0,,0,0,0,0,0,0,61
tulip violet,flat,sector 69,1.38,8966.0,1539.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,West,Relatively New,1538.0,,,0,0,0,0,0,0,86
tulip violet,flat,sector 69,1.2,10909.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2,3,0,0.0,,Undefined,,1100.0,,0,0,0,0,0,0,54
dlf the icon,flat,sector 43,6.0,26087.0,2300.0,Carpet area: 2300 (213.68 sq.m.),4,4,3+,18.0,North-East,Old Property,,,2300.0,0,1,0,0,0,1,150
tata primanti,flat,sector 72,6.75,19285.0,3500.0,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,1,0,0,0,1,174
independent,house,sector 105,1.35,3857.0,3500.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),5,3,3,3.0,East,Undefined,,3500.0,2500.0,0,0,0,0,0,0,0
independent,house,sector 56,7.25,29340.0,2471.0,Plot area 303(253.35 sq.m.),8,8,3+,0.0,North-East,Moderately Old,,303.0,,0,0,0,0,0,1,24
godrej air,flat,sector 85,1.4,10000.0,1400.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,23.0,,Undefined,,1400.0,900.0,0,0,0,0,0,0,44
raheja vedaanta,flat,sector 108,1.0,4854.0,2060.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),2,2,2,0.0,North,Undefined,,2060.0,1890.0,0,0,0,0,0,0,0
mapsko paradise,flat,sector 83,0.95,6300.0,1508.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1.0,,Moderately Old,,,1340.0,0,0,0,0,0,0,0
independent,house,sector 3 phase 3 extension,0.7,7007.0,999.0,Plot area 111(92.81 sq.m.),2,3,1,1.0,North,Relatively New,,999.0,,0,0,1,0,0,0,29
signature andour heights,flat,sector 71,0.39,9846.0,396.0,Super Built up area 325(30.19 sq.m.),1,1,2,1.0,,New Property,325.0,,,0,0,0,0,0,0,0
tarc maceo,flat,sector 91,0.87,6641.0,1310.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,9.0,North-West,Relatively New,1310.0,,1000.0,0,0,1,0,0,0,78
independent,house,sector 23,2.7,18620.0,1450.0,Plot area 1450(134.71 sq.m.),5,5,2,3.0,East,Old Property,,1450.0,,0,0,0,0,0,1,17
unitech deerwood chase,house,sector 50,8.45,26153.0,3231.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,359.0,,1,1,0,0,0,1,102
ild greens,flat,sector 37c,0.75,5245.0,1430.0,Built Up area: 1430 (132.85 sq.m.),2,2,3+,13.0,East,Undefined,,1430.0,,0,0,0,0,0,0,51
indiabulls centrum park,flat,sector 103,1.15,7765.0,1481.0,Super Built up area 1481(137.59 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.),2,2,3,8.0,North-East,Relatively New,1481.0,1250.0,,1,0,0,0,0,1,135
independent,house,sector 4,1.1,6111.0,1800.0,Plot area 200(167.23 sq.m.),8,4,3+,2.0,West,Old Property,,1800.0,,0,0,0,0,0,0,7
vatika lifestyle homes,flat,sector 83,1.1,6267.0,1755.0,Super Built up area 1755(163.04 sq.m.),3,3,2,8.0,South,Relatively New,1755.0,,,1,0,1,0,0,1,174
ss the leaf,flat,sector 85,2.0,6578.0,3040.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,South-East,Relatively New,2812.0,,,0,1,1,0,0,0,106
emaar gurgaon greens,flat,sector 102,1.4,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,4.0,North,Relatively New,1650.0,,,0,1,0,0,0,1,83
the pearl apartmen,flat,sector 15,0.43,5584.0,770.0,Carpet area: 770 (71.54 sq.m.),2,2,1,2.0,,Relatively New,,,770.0,0,0,0,0,0,1,28
ss the leaf,flat,sector 85,2.7,7754.0,3482.0,Super Built up area 3482(323.49 sq.m.),4,4,3+,23.0,,New Property,3482.0,,,0,0,0,0,0,0,21
satya element one,flat,sector 49,0.87,19333.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,2.0,,Relatively New,,,450.0,0,0,0,0,0,0,22
vatika gurgaon,flat,sector 83,1.08,6224.0,1735.0,Super Built up area 1735(161.19 sq.m.),3,3,2,11.0,North-East,Relatively New,1735.0,,,0,0,0,0,1,0,19
independent,house,sector 57,7.25,26852.0,2700.0,Plot area 300(250.84 sq.m.),9,9,3+,2.0,North-East,New Property,,2700.0,,0,1,0,0,1,1,49
raheja vedaanta,flat,sector 108,0.7,4522.0,1548.0,Built Up area: 1548 (143.81 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,1.0,West,Undefined,,1548.0,1200.0,0,0,0,0,0,0,0
ardee city,house,sector 52,2.25,16071.0,1400.0,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,South-East,New Property,,1800.0,1400.0,0,1,0,0,0,1,22
international city by sobha phase 2,house,sector 109,5.65,10463.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,North-East,New Property,,5400.0,,0,1,0,0,1,1,44
bestech park view city,flat,sector 49,2.7,12505.0,2159.0,Super Built up area 2159(200.58 sq.m.),3,4,3+,6.0,,Moderately Old,2159.0,,,0,0,0,0,0,0,0
sare crescent parc,flat,sector 92,0.49,4909.0,998.0,Carpet area: 998 (92.72 sq.m.),2,2,2,2.0,,Relatively New,,,998.0,0,0,0,0,0,0,96
raheja vedaanta,flat,sector 108,0.8,4080.0,1961.0,Super Built up area 1838(170.76 sq.m.),3,3,3,9.0,North-East,Relatively New,1838.0,,,0,0,0,0,0,0,174
unitech espace,house,sector 50,11.0,40741.0,2700.0,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,4,3+,2.0,North,Moderately Old,,361.0,300.0,0,1,0,0,0,1,88
independent,house,sector 41,4.25,26235.0,1620.0,Plot area 180(150.5 sq.m.),10,9,3+,4.0,North,Moderately Old,,1620.0,,1,1,0,0,0,1,36
dlf regal gardens,flat,sector 90,1.25,7339.0,1703.0,Super Built up area 1703(158.21 sq.m.),3,3,3,28.0,North,Moderately Old,1703.0,,,0,1,0,0,0,0,38
tulip violet,flat,sector 69,1.4,8861.0,1580.0,Super Built up area 1578(146.6 sq.m.),3,3,2,2.0,North-East,Relatively New,1578.0,,,0,0,0,0,0,0,102
puri emerald bay,flat,sector 104,2.6,15160.0,1715.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,,Relatively New,2450.0,,1715.0,1,1,0,0,0,0,81
emaar mgf palm hills,flat,sector 77,1.25,8620.0,1450.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,4,3,3.0,North,Relatively New,1450.0,,1177.0,1,1,0,0,0,0,49
